날짜,월세
2019-01-01,7.88849
2019-01-02,15.02737
2019-01-03,11.86788
2019-01-04,8.37164
2019-01-05,4.41568
2019-01-06,4.53573
2019-01-07,6.82556
2019-01-08,7.13302
2019-01-09,12.13434
2019-01-10,6.66744
2019-01-11,5.87391
2019-01-12,4.14336
2019-01-13,4.39811
2019-01-14,6.33949
2019-01-15,6.35413
2019-01-16,6.10231
2019-01-17,5.52838
2019-01-18,7.47855
2019-01-19,5.52838
2019-01-20,4.60601
2019-01-21,7.35849
2019-01-22,6.26628
2019-01-23,6.43905
2019-01-24,6.31313
2019-01-25,6.48882
2019-01-26,4.75242
2019-01-27,4.77292
2019-01-28,8.73473
2019-01-29,13.10942
2019-01-30,6.30435
2019-01-31,5.4054
2019-02-01,6.37755
2019-02-02,5.47275
2019-02-03,4.14043
2019-02-04,3.70413
2019-02-05,4.1375
2019-02-06,5.13015
2019-02-07,12.51207
2019-02-08,8.68788
2019-02-09,6.08181
2019-02-10,4.94568
2019-02-11,10.40965
2019-02-12,9.46677
2019-02-13,9.21202
2019-02-14,9.56633
2019-02-15,6.49468
2019-02-16,4.43325
2019-02-17,4.8022
2019-02-18,6.33949
2019-02-19,7.5781
2019-02-20,6.09645
2019-02-21,6.11695
2019-02-22,5.748
2019-02-23,4.62943
2019-02-24,5.3849
2019-02-25,6.80507
2019-02-26,6.04374
2019-02-27,5.89733
2019-02-28,6.66159
2019-03-01,4.25756
2019-03-02,4.03794
2019-03-03,5.3322
2019-03-04,8.01733
2019-03-05,6.7465
2019-03-06,6.5386
2019-03-07,6.35998
2019-03-08,5.51081
2019-03-09,4.31612
2019-03-10,4.81391
2019-03-11,5.21214
2019-03-12,4.77877
2019-03-13,4.66164
2019-03-14,4.57673
2019-03-15,4.60894
2019-03-16,4.05258
2019-03-17,5.63087
2019-03-18,5.08916
2019-03-19,4.78463
2019-03-20,5.05988
2019-03-21,4.62358
2019-03-22,4.81977
2019-03-23,3.57529
2019-03-24,3.8154
2019-03-25,4.59722
2019-03-26,4.63822
2019-03-27,4.56502
2019-03-28,4.22242
2019-03-29,4.3659
2019-03-30,3.88568
2019-03-31,4.0438
2019-04-01,4.37468
2019-04-02,4.51816
2019-04-03,4.57087
2019-04-04,4.54159
2019-04-05,4.38347
2019-04-06,3.61629
2019-04-07,3.84176
2019-04-08,4.86369
2019-04-09,4.6675
2019-04-10,4.96032
2019-04-11,4.4391
2019-04-12,3.97938
2019-04-13,3.45231
2019-04-14,3.4933
2019-04-15,4.3659
2019-04-16,4.33955
2019-04-17,4.04966
2019-04-18,3.56651
2019-04-19,3.96181
2019-04-20,2.95452
2019-04-21,3.80662
2019-04-22,4.2722
2019-04-23,4.05551
2019-04-24,3.60457
2019-04-25,3.9501
2019-04-26,3.86518
2019-04-27,3.20342
2019-04-28,3.2327
2019-04-29,4.06137
2019-04-30,4.25463
2019-05-01,3.54894
2019-05-02,4.34833
2019-05-03,4.40397
2019-05-04,3.1917
2019-05-05,3.30883
2019-05-06,3.86518
2019-05-07,5.09501
2019-05-08,4.27513
2019-05-09,4.44789
2019-05-10,4.28684
2019-05-11,4.04966
2019-05-12,4.91347
2019-05-13,5.46396
2019-05-14,4.92811
2019-05-15,4.92811
2019-05-16,4.33369
2019-05-17,4.42739
2019-05-18,3.59286
2019-05-19,3.79491
2019-05-20,4.8549
2019-05-21,4.75535
2019-05-22,4.80513
2019-05-23,8.11396
2019-05-24,5.15943
2019-05-25,4.20192
2019-05-26,4.02916
2019-05-27,5.28242
2019-05-28,5.03059
2019-05-29,5.88269
2019-05-30,5.4991
2019-05-31,6.24871
2019-06-01,3.84468
2019-06-02,3.68364
2019-06-03,4.41861
2019-06-04,4.55623
2019-06-05,4.24584
2019-06-06,3.58993
2019-06-07,3.97938
2019-06-08,3.50209
2019-06-09,3.82126
2019-06-10,4.62943
2019-06-11,4.64408
2019-06-12,4.2517
2019-06-13,4.46546
2019-06-14,4.158
2019-06-15,3.77734
2019-06-16,3.77441
2019-06-17,4.51524
2019-06-18,3.93546
2019-06-19,4.0438
2019-06-20,3.98524
2019-06-21,3.98817
2019-06-22,3.30004
2019-06-23,3.42888
2019-06-24,4.50352
2019-06-25,4.28684
2019-06-26,3.97352
2019-06-27,3.92082
2019-06-28,3.50502
2019-06-29,3.45524
2019-06-30,3.37325
2019-07-01,4.07308
2019-07-02,3.94131
2019-07-03,3.81247
2019-07-04,3.9296
2019-07-05,3.53723
2019-07-06,3.3264
2019-07-07,3.43767
2019-07-08,5.25314
2019-07-09,4.74949
2019-07-10,4.43618
2019-07-11,5.04524
2019-07-12,4.88126
2019-07-13,4.03209
2019-07-14,4.88419
2019-07-15,6.47711
2019-07-16,6.15794
2019-07-17,6.56203
2019-07-18,7.02761
2019-07-19,5.98225
2019-07-20,4.7612
2019-07-21,5.02474
2019-07-22,7.28821
2019-07-23,6.16087
2019-07-24,7.12131
2019-07-25,6.67916
2019-07-26,5.78899
2019-07-27,4.48303
2019-07-28,4.54159
2019-07-29,6.09645
2019-07-30,5.9149
2019-07-31,5.75678
2019-08-01,5.85634
2019-08-02,5.52253
2019-08-03,4.72021
2019-08-04,4.31319
2019-08-05,6.8607
2019-08-06,6.4654
2019-08-07,6.71137
2019-08-08,6.90755
2019-08-09,7.43462
2019-08-10,5.2707
2019-08-11,5.32048
2019-08-12,7.37606
2019-08-13,7.49026
2019-08-14,7.04225
2019-08-15,6.40684
2019-08-16,7.37899
2019-08-17,6.06717
2019-08-18,6.68208
2019-08-19,9.22374
2019-08-20,9.17396
2019-08-21,9.26473
2019-08-22,9.37893
2019-08-23,8.41849
2019-08-24,7.04225
2019-08-25,7.79772
2019-08-26,10.65268
2019-08-27,10.42722
2019-08-28,9.97042
2019-08-29,9.86208
2019-08-30,8.79037
2019-08-31,7.72158
2019-09-01,9.03048
2019-09-02,12.43008
2019-09-03,12.01428
2019-09-04,9.75959
2019-09-05,17.73886
2019-09-06,21.91151
2019-09-07,18.25715
2019-09-08,23.76211
2019-09-09,28.91862
2019-09-10,20.48841
2019-09-11,7.62203
2019-09-12,4.27805
2019-09-13,4.63529
2019-09-14,4.52109
2019-09-15,5.50496
2019-09-16,7.78308
2019-09-17,6.93391
2019-09-18,5.0628
2019-09-19,4.62651
2019-09-20,4.4801
2019-09-21,3.36739
2019-09-22,3.35568
2019-09-23,10.24567
2019-09-24,4.92811
2019-09-25,4.47424
2019-09-26,4.80513
2019-09-27,4.18728
2019-09-28,3.08629
2019-09-29,3.59286
2019-09-30,4.34247
2019-10-01,3.99695
2019-10-02,3.86811
2019-10-03,3.38789
2019-10-04,3.92667
2019-10-05,3.11264
2019-10-06,3.1917
2019-10-07,4.23706
2019-10-08,3.6075
2019-10-09,3.45524
2019-10-10,3.66899
2019-10-11,3.95596
2019-10-12,3.10679
2019-10-13,2.97795
2019-10-14,4.31612
2019-10-15,4.66457
2019-10-16,4.26927
2019-10-17,4.29855
2019-10-18,4.13165
2019-10-19,3.32347
2019-10-20,3.25905
2019-10-21,4.38054
2019-10-22,4.62651
2019-10-23,4.158
2019-10-24,3.91789
2019-10-25,4.78463
2019-10-26,3.37325
2019-10-27,3.40546
2019-10-28,5.0628
2019-10-29,5.18872
2019-10-30,5.41126
2019-10-31,4.32198
2019-11-01,4.82269
2019-11-02,3.35861
2019-11-03,3.49038
2019-11-04,4.64408
2019-11-05,5.02181
2019-11-06,5.27363
2019-11-07,5.88269
2019-11-08,6.32192
2019-11-09,4.55916
2019-11-10,4.43032
2019-11-11,10.98942
2019-11-12,31.79116
2019-11-13,6.66744
2019-11-14,7.18866
2019-11-15,11.08898
2019-11-16,8.22816
2019-11-17,7.30286
2019-11-18,8.02319
2019-11-19,6.767
2019-11-20,6.93391
2019-11-21,6.42733
2019-11-22,6.60302
2019-11-23,6.18137
2019-11-24,5.87976
2019-11-25,6.89877
2019-11-26,6.79335
2019-11-27,6.5591
2019-11-28,6.7875
2019-11-29,9.47849
2019-11-30,11.47843
2019-12-01,6.90462
2019-12-02,6.39512
2019-12-03,7.71866
2019-12-04,9.06854
2019-12-05,7.68937
2019-12-06,9.23252
2019-12-07,6.03203
2019-12-08,5.65722
2019-12-09,23.20869
2019-12-10,100
2019-12-11,19.58947
2019-12-12,13.56914
2019-12-13,24.04321
2019-12-14,13.31146
2019-12-15,10.29252
2019-12-16,24.98023
2019-12-17,20.85444
2019-12-18,17.80621
2019-12-19,19.58654
2019-12-20,10.57655
2019-12-21,5.95004
2019-12-22,5.89148
2019-12-23,7.33799
2019-12-24,6.55032
2019-12-25,5.92954
2019-12-26,8.16667
2019-12-27,7.28236
2019-12-28,5.90612
2019-12-29,6.4244
2019-12-30,9.50484
2019-12-31,10.17539
