날짜,월세
2018-01-01,16.85006
2018-01-02,20.97944
2018-01-03,21.97097
2018-01-04,22.03143
2018-01-05,27.43651
2018-01-06,20.93107
2018-01-07,21.76541
2018-01-08,28.41596
2018-01-09,38.65175
2018-01-10,21.43288
2018-01-11,18.09552
2018-01-12,17.69044
2018-01-13,15.16928
2018-01-14,19.02055
2018-01-15,19.27448
2018-01-16,19.67351
2018-01-17,19.95767
2018-01-18,19.50423
2018-01-19,17.69649
2018-01-20,15.06045
2018-01-21,15.13301
2018-01-22,19.77629
2018-01-23,19.93954
2018-01-24,18.97823
2018-01-25,20.67714
2018-01-26,20.05441
2018-01-27,16.24546
2018-01-28,16.46311
2018-01-29,45.21765
2018-01-30,25.32043
2018-01-31,20.98548
2018-02-01,22.64812
2018-02-02,19.40145
2018-02-03,15.70133
2018-02-04,15.88875
2018-02-05,19.6977
2018-02-06,20.45949
2018-02-07,22.50302
2018-02-08,19.35912
2018-02-09,18.25272
2018-02-10,16.00967
2018-02-11,15.61064
2018-02-12,24.72188
2018-02-13,18.09552
2018-02-14,18.38573
2018-02-15,14.72793
2018-02-16,11.75332
2018-02-17,13.06529
2018-02-18,15.09673
2018-02-19,21.07013
2018-02-20,20.87061
2018-02-21,17.79927
2018-02-22,18.68198
2018-02-23,15.49576
2018-02-24,14.2503
2018-02-25,13.97218
2018-02-26,19.15961
2018-02-27,19.65538
2018-02-28,19.20193
2018-03-01,20.62273
2018-03-02,19.82466
2018-03-03,15.17533
2018-03-04,20.65296
2018-03-05,18.25876
2018-03-06,16.91051
2018-03-07,16.29987
2018-03-08,17.87787
2018-03-09,15.04836
2018-03-10,14.88512
2018-03-11,15.87666
2018-03-12,15.48972
2018-03-13,17.66626
2018-03-14,19.83071
2018-03-15,19.74002
2018-03-16,22.46674
2018-03-17,24.77025
2018-03-18,26.01571
2018-03-19,20.90084
2018-03-20,18.99637
2018-03-21,19.11124
2018-03-22,19.49214
2018-03-23,18.8694
2018-03-24,16.75332
2018-03-25,19.27448
2018-03-26,20.27206
2018-03-27,17.91414
2018-03-28,17.95042
2018-03-29,17.237
2018-03-30,17.15235
2018-03-31,16.26964
2018-04-01,18.34945
2018-04-02,17.54534
2018-04-03,16.0399
2018-04-04,17.24909
2018-04-05,16.02781
2018-04-06,17.95042
2018-04-07,15.62877
2018-04-08,17.27932
2018-04-09,16.46311
2018-04-10,16.65659
2018-04-11,16.69286
2018-04-12,16.19709
2018-04-13,15.59854
2018-04-14,14.70979
2018-04-15,15.92503
2018-04-16,20.00604
2018-04-17,17.27327
2018-04-18,16.57799
2018-04-19,15.44135
2018-04-20,15.48972
2018-04-21,14.83675
2018-04-22,15.8948
2018-04-23,16.65054
2018-04-24,14.78839
2018-04-25,15.55018
2018-04-26,15.33857
2018-04-27,18.37968
2018-04-28,14.21402
2018-04-29,15.2902
2018-04-30,16.72914
2018-05-01,15.06045
2018-05-02,17.35792
2018-05-03,18.60943
2018-05-04,16.25755
2018-05-05,13.88754
2018-05-06,14.20193
2018-05-07,15.94921
2018-05-08,17.12817
2018-05-09,16.77146
2018-05-10,19.46795
2018-05-11,21.07617
2018-05-12,15.25997
2018-05-13,17.91414
2018-05-14,16.81378
2018-05-15,16.92261
2018-05-16,16.20314
2018-05-17,16.43893
2018-05-18,16.92865
2018-05-19,15.26602
2018-05-20,15.58645
2018-05-21,17.11003
2018-05-22,15.90689
2018-05-23,16.54171
2018-05-24,17.09189
2018-05-25,15.9613
2018-05-26,15.68319
2018-05-27,15.85852
2018-05-28,16.57799
2018-05-29,16.75937
2018-05-30,17.40628
2018-05-31,18.50665
2018-06-01,17.20677
2018-06-02,15.08464
2018-06-03,16.22732
2018-06-04,16.42684
2018-06-05,16.07013
2018-06-06,16.34824
2018-06-07,17.4607
2018-06-08,17.17654
2018-06-09,15.37484
2018-06-10,16.10036
2018-06-11,17.08585
2018-06-12,16.20314
2018-06-13,15.56227
2018-06-14,16.68681
2018-06-15,16.15477
2018-06-16,14.75816
2018-06-17,15.91293
2018-06-18,17.21281
2018-06-19,15.49576
2018-06-20,16.13059
2018-06-21,15.15114
2018-06-22,14.90326
2018-06-23,13.59733
2018-06-24,12.7509
2018-06-25,14.96372
2018-06-26,15.08464
2018-06-27,15.76178
2018-06-28,12.55743
2018-06-29,14.44377
2018-06-30,13.52478
2018-07-01,13.70616
2018-07-02,14.67351
2018-07-03,15.24183
2018-07-04,16.70495
2018-07-05,16.29987
2018-07-06,18.02297
2018-07-07,14.06287
2018-07-08,14.70374
2018-07-09,18.63966
2018-07-10,17.61185
2018-07-11,17.03748
2018-07-12,17.28536
2018-07-13,17.0798
2018-07-14,14.68561
2018-07-15,16.38452
2018-07-16,18.20435
2018-07-17,19.40145
2018-07-18,18.61547
2018-07-19,19.68561
2018-07-20,18.70012
2018-07-21,15.91293
2018-07-22,16.08222
2018-07-23,19.32889
2018-07-24,18.65175
2018-07-25,19.25634
2018-07-26,19.20193
2018-07-27,22.41233
2018-07-28,15.48367
2018-07-29,16.26964
2018-07-30,20.07255
2018-07-31,20.77388
2018-08-01,23.65779
2018-08-02,20.87666
2018-08-03,18.86336
2018-08-04,16.5538
2018-08-05,17.20072
2018-08-06,22.23095
2018-08-07,24.13542
2018-08-08,23.43409
2018-08-09,22.47279
2018-08-10,22.73276
2018-08-11,19.43168
2018-08-12,21.27569
2018-08-13,26.43893
2018-08-14,25.47158
2018-08-15,19.77629
2018-08-16,22.10399
2018-08-17,20.98548
2018-08-18,16.31197
2018-08-19,22.42442
2018-08-20,26.14873
2018-08-21,24.18379
2018-08-22,22.67835
2018-08-23,21.28174
2018-08-24,20.56831
2018-08-25,18.40386
2018-08-26,19.0931
2018-08-27,20.32648
2018-08-28,19.75211
2018-08-29,19.71584
2018-08-30,20.09673
2018-08-31,19.86698
2018-09-01,15.1451
2018-09-02,16.72309
2018-09-03,23.33736
2018-09-04,20.68319
2018-09-05,18.56711
2018-09-06,25.87061
2018-09-07,26.33615
2018-09-08,21.25755
2018-09-09,27.45465
2018-09-10,46.37847
2018-09-11,43.08948
2018-09-12,52.44256
2018-09-13,34.01451
2018-09-14,25.30229
2018-09-15,17.96251
2018-09-16,17.00725
2018-09-17,20.85852
2018-09-18,18.53688
2018-09-19,17.12212
2018-09-20,17.23095
2018-09-21,16.70495
2018-09-22,12.6844
2018-09-23,12.31559
2018-09-24,12.79927
2018-09-25,13.05925
2018-09-26,16.31801
2018-09-27,23.25272
2018-09-28,17.96251
2018-09-29,15.06045
2018-09-30,16.37847
2018-10-01,18.5792
2018-10-02,17.62998
2018-10-03,15.95525
2018-10-04,18.0532
2018-10-05,17.66626
2018-10-06,15.33857
2018-10-07,15.7376
2018-10-08,17.7509
2018-10-09,15.39298
2018-10-10,18.19226
2018-10-11,17.21886
2018-10-12,20.59854
2018-10-13,16.19105
2018-10-14,18.62756
2018-10-15,45.08464
2018-10-16,19.26239
2018-10-17,18.74244
2018-10-18,17.42442
2018-10-19,18.71825
2018-10-20,15.70737
2018-10-21,20.15719
2018-10-22,19.49818
2018-10-23,19.93954
2018-10-24,19.20798
2018-10-25,18.18621
2018-10-26,22.04353
2018-10-27,15.0665
2018-10-28,14.37122
2018-10-29,20.09068
2018-10-30,20.44135
2018-10-31,16.29383
2018-11-01,15.68319
2018-11-02,18.62152
2018-11-03,14.09915
2018-11-04,14.46795
2018-11-05,17.12817
2018-11-06,17.99879
2018-11-07,18.07134
2018-11-08,20.12091
2018-11-09,24.35308
2018-11-10,17.43047
2018-11-11,16.79564
2018-11-12,20.03022
2018-11-13,18.85731
2018-11-14,24.35308
2018-11-15,37.93228
2018-11-16,90.62877
2018-11-17,27.4607
2018-11-18,22.73276
2018-11-19,26.82587
2018-11-20,25.97944
2018-11-21,22.66021
2018-11-22,24.37122
2018-11-23,24.78234
2018-11-24,19.20798
2018-11-25,18.53083
2018-11-26,21.31197
2018-11-27,23.1197
2018-11-28,19.44981
2018-11-29,19.88512
2018-11-30,19.74607
2018-12-01,16.36033
2018-12-02,14.46191
2018-12-03,18.52478
2018-12-04,19.77025
2018-12-05,22.56952
2018-12-06,20.22974
2018-12-07,19.20193
2018-12-08,16.24546
2018-12-09,15.96735
2018-12-10,22.33978
2018-12-11,26.97702
2018-12-12,32.88391
2018-12-13,100
2018-12-14,60.39298
2018-12-15,27.66626
2018-12-16,24.83675
2018-12-17,29.26844
2018-12-18,24.64933
2018-12-19,27.24909
2018-12-20,33.8029
2018-12-21,37.98065
2018-12-22,19.43168
2018-12-23,17.44256
2018-12-24,19.23216
2018-12-25,15.55622
2018-12-26,22.3821
2018-12-27,24.44981
2018-12-28,23.44014
2018-12-29,21.65054
2018-12-30,22.59371
2018-12-31,39.79443
