시군구,계약면적(㎡),전월세구분,계약년월,보증금(만원),월세(만원)
서울특별시 관악구 신림동,59.59,월세,201801,"3,000",90
서울특별시 관악구 신림동,20,월세,201807,"3,000",90
서울특별시 관악구 신림동,44.59,월세,201808,"3,000",90
서울특별시 관악구 신림동,18,월세,201811,"3,000",90
서울특별시 관악구 신림동,59.59,월세,201811,"3,000",90
서울특별시 관악구 신림동,148.1,월세,201812,"3,000",90
서울특별시 관악구 신림동,34.19,월세,201812,"3,000",90
서울특별시 관악구 신림동,70.65,월세,201904,"3,000",90
서울특별시 관악구 신림동,92.46,월세,202001,"3,000",90
서울특별시 관악구 신림동,89.44,월세,202007,"3,000",90
서울특별시 관악구 신림동,27.9,월세,202010,"3,000",90
서울특별시 관악구 신림동,28.04,월세,202012,"3,000",90
서울특별시 관악구 신림동,62.4,월세,202102,"3,000",90
서울특별시 관악구 신림동,26.33,월세,202102,"3,000",90
서울특별시 관악구 신림동,29.78,월세,202103,"3,000",90
서울특별시 관악구 신림동,29.93,월세,202104,"3,000",90
서울특별시 관악구 신림동,40,월세,202106,"3,000",90
서울특별시 관악구 신림동,59.59,월세,202106,"3,000",90
서울특별시 관악구 신림동,49,월세,202108,"3,000",90
서울특별시 관악구 신림동,26.05,월세,202112,"3,000",90
서울특별시 관악구 신림동,35,월세,201812,"3,500",90
서울특별시 관악구 신림동,40,월세,202006,"3,500",90
서울특별시 관악구 신림동,40,월세,202006,"3,500",90
서울특별시 관악구 신림동,90.03,월세,201603,"4,000",90
서울특별시 관악구 신림동,80.51,월세,201708,"4,000",90
서울특별시 관악구 신림동,58.23,월세,201904,"4,000",90
서울특별시 관악구 신림동,100.86,월세,202103,"4,000",90
서울특별시 관악구 신림동,30,월세,201611,"5,000",90
서울특별시 관악구 신림동,94.5,월세,201802,"5,000",90
서울특별시 관악구 신림동,61.54,월세,202003,"5,000",90
서울특별시 관악구 신림동,54.09,월세,202010,"5,000",90
서울특별시 관악구 신림동,70,월세,202103,"5,000",90
서울특별시 관악구 신림동,64.92,월세,202108,"5,000",90
서울특별시 관악구 신림동,76.54,월세,201808,"6,000",90
서울특별시 관악구 신림동,61.95,월세,201911,"6,000",90
서울특별시 관악구 신림동,59.74,월세,202102,"6,000",90
서울특별시 관악구 신림동,39.85,월세,202107,"6,000",90
서울특별시 관악구 신림동,43.56,월세,201801,"7,000",90
서울특별시 관악구 신림동,147.96,월세,201703,"8,000",90
서울특별시 관악구 신림동,25.92,월세,201905,500,90
서울특별시 관악구 신림동,57.76,월세,201701,"1,000",90
서울특별시 관악구 신림동,33.89,월세,201807,"1,000",90
서울특별시 관악구 신림동,42.8,월세,201903,"1,000",90
서울특별시 관악구 신림동,28.5,월세,202007,"1,000",90
서울특별시 관악구 신림동,28.5,월세,202010,"1,000",90
서울특별시 관악구 신림동,29.17,월세,202109,"1,000",90
서울특별시 관악구 신림동,28.5,월세,202107,"1,000",90
서울특별시 관악구 신림동,28.5,월세,202111,"1,000",90
서울특별시 관악구 신림동,28.5,월세,201909,"1,500",90
서울특별시 관악구 신림동,27.64,월세,202005,"1,500",90
서울특별시 관악구 신림동,28.5,월세,202005,"1,500",90
서울특별시 관악구 신림동,27.64,월세,201908,"2,000",90
서울특별시 관악구 신림동,28.5,월세,201908,"2,000",90
서울특별시 관악구 신림동,43.68,월세,202103,"2,000",90
서울특별시 관악구 신림동,57.76,월세,201703,"5,000",90
서울특별시 관악구 신림동,52,월세,201611,"5,000",89
서울특별시 관악구 신림동,36.74,월세,201911,"1,000",88
서울특별시 관악구 신림동,36.74,월세,201911,"1,000",88
서울특별시 관악구 신림동,29.96,월세,202011,"1,000",88
서울특별시 관악구 신림동,49.5,월세,201811,"1,500",88
서울특별시 관악구 신림동,55.56,월세,202103,"7,000",88
서울특별시 관악구 신림동,31.91,월세,201809,"1,000",88
서울특별시 관악구 신림동,30,월세,202006,100,87
서울특별시 관악구 신림동,29.96,월세,202002,"1,000",87
서울특별시 관악구 신림동,54.66,월세,202005,"2,000",87
서울특별시 관악구 신림동,48.56,월세,201910,"2,500",87
서울특별시 관악구 신림동,38,월세,202112,"3,700",87
서울특별시 관악구 신림동,62.7,월세,201706,"5,000",87
서울특별시 관악구 신림동,52.8,월세,202105,"1,000",86
서울특별시 관악구 신림동,22.87,월세,201811,"2,000",86
서울특별시 관악구 신림동,22.87,월세,201910,"2,000",86
서울특별시 관악구 신림동,50.4,월세,202008,"7,000",86
서울특별시 관악구 신림동,74.48,월세,201610,500,85
서울특별시 관악구 신림동,24.94,월세,201612,500,85
서울특별시 관악구 신림동,59.17,월세,201701,500,85
서울특별시 관악구 신림동,33.1,월세,201712,500,85
서울특별시 관악구 신림동,40.35,월세,201807,500,85
서울특별시 관악구 신림동,18,월세,201907,500,85
서울특별시 관악구 신림동,25.56,월세,201601,"1,000",85
서울특별시 관악구 신림동,25.56,월세,201708,"1,000",85
서울특별시 관악구 신림동,30,월세,201711,"1,000",85
서울특별시 관악구 신림동,77.69,월세,201711,"1,000",85
서울특별시 관악구 신림동,32.81,월세,201801,"1,000",85
서울특별시 관악구 신림동,14.1,월세,201804,"1,000",85
서울특별시 관악구 신림동,55,월세,201812,"1,000",85
서울특별시 관악구 신림동,84.22,월세,201902,"1,000",85
서울특별시 관악구 신림동,66,월세,201907,"1,000",85
서울특별시 관악구 신림동,98.94,월세,201908,"1,000",85
서울특별시 관악구 신림동,25.16,월세,201910,"1,000",85
서울특별시 관악구 신림동,67.65,월세,201912,"1,000",85
서울특별시 관악구 신림동,29.67,월세,202002,"1,000",85
서울특별시 관악구 신림동,29.96,월세,202005,"1,000",85
서울특별시 관악구 신림동,40,월세,202006,"1,000",85
서울특별시 관악구 신림동,50,월세,202010,"1,000",85
서울특별시 관악구 신림동,29.67,월세,202011,"1,000",85
서울특별시 관악구 신림동,50,월세,202101,"1,000",85
서울특별시 관악구 신림동,46.2,월세,202104,"1,000",85
서울특별시 관악구 신림동,46.2,월세,202112,"1,000",85
서울특별시 관악구 신림동,34.42,월세,201602,"1,500",85
서울특별시 관악구 신림동,60.69,월세,201701,"1,500",85
서울특별시 관악구 신림동,82.5,월세,201708,"1,500",85
서울특별시 관악구 신림동,62.6,월세,201801,"1,500",85
서울특별시 관악구 신림동,73,월세,201904,"1,500",85
서울특별시 관악구 신림동,62.01,월세,202011,"1,500",85
