날짜,월세
2016-01-01,15.1683
2016-01-02,19.51285
2016-01-03,16.39368
2016-01-04,23.00836
2016-01-05,21.79201
2016-01-06,23.63461
2016-01-07,28.73487
2016-01-08,31.47467
2016-01-09,16.07755
2016-01-10,16.67971
2016-01-11,25.03763
2016-01-12,49.33762
2016-01-13,28.33443
2016-01-14,28.22906
2016-01-15,22.73739
2016-01-16,15.04787
2016-01-17,15.59583
2016-01-18,20.20232
2016-01-19,18.63069
2016-01-20,20.00361
2016-01-21,19.43156
2016-01-22,18.96188
2016-01-23,13.75323
2016-01-24,14.48184
2016-01-25,20.54254
2016-01-26,23.14987
2016-01-27,26.75678
2016-01-28,35.84331
2016-01-29,25.03161
2016-01-30,16.61046
2016-01-31,15.7554
2016-02-01,26.01613
2016-02-02,100
2016-02-03,32.60372
2016-02-04,29.18347
2016-02-05,30.57746
2016-02-06,17.20659
2016-02-07,13.41904
2016-02-08,13.19624
2016-02-09,13.7713
2016-02-10,16.6225
2016-02-11,27.32582
2016-02-12,27.80755
2016-02-13,19.14554
2016-02-14,17.10724
2016-02-15,30.51424
2016-02-16,30.18305
2016-02-17,29.17745
2016-02-18,29.59896
2016-02-19,24.92924
2016-02-20,18.83543
2016-02-21,19.45866
2016-02-22,26.52797
2016-02-23,25.49226
2016-02-24,26.50087
2016-02-25,25.26344
2016-02-26,18.91371
2016-02-27,14.81905
2016-02-28,14.97862
2016-02-29,18.76016
2016-03-01,18.64274
2016-03-02,25.3929
2016-03-03,21.87932
2016-03-04,18.84446
2016-03-05,14.59926
2016-03-06,16.27024
2016-03-07,19.03715
2016-03-08,18.78424
2016-03-09,16.22809
2016-03-10,15.04486
2016-03-11,14.62636
2016-03-12,13.37086
2016-03-13,13.72011
2016-03-14,15.48443
2016-03-15,14.92442
2016-03-16,14.85819
2016-03-17,15.34292
2016-03-18,15.94508
2016-03-19,14.04829
2016-03-20,13.94893
2016-03-21,15.56873
2016-03-22,16.38766
2016-03-23,15.63196
2016-03-24,14.17474
2016-03-25,13.78936
2016-03-26,12.70247
2016-03-27,13.96399
2016-03-28,15.36701
2016-03-29,15.56873
2016-03-30,15.12314
2016-03-31,14.95453
2016-04-01,14.76485
2016-04-02,13.43108
2016-04-03,13.79839
2016-04-04,15.21647
2016-04-05,14.57517
2016-04-06,14.62335
2016-04-07,14.89131
2016-04-08,13.81947
2016-04-09,11.75709
2016-04-10,12.97645
2016-04-11,14.29216
2016-04-12,13.98205
2016-04-13,12.36225
2016-04-14,14.71668
2016-04-15,13.2986
2016-04-16,12.40139
2016-04-17,12.60311
2016-04-18,15.80056
2016-04-19,13.91882
2016-04-20,13.89173
2016-04-21,14.50292
2016-04-22,13.49732
2016-04-23,12.21171
2016-04-24,13.38291
2016-04-25,15.32185
2016-04-26,14.07237
2016-04-27,15.084
2016-04-28,15.65002
2016-04-29,15.18636
2016-04-30,11.28439
2016-05-01,12.13644
2016-05-02,15.36701
2016-05-03,15.10206
2016-05-04,14.1627
2016-05-05,11.35966
2016-05-06,11.39579
2016-05-07,10.62202
2016-05-08,11.72397
2016-05-09,15.1412
2016-05-10,17.08014
2016-05-11,16.43282
2016-05-12,15.51454
2016-05-13,15.42722
2016-05-14,13.98506
2016-05-15,13.41602
2016-05-16,15.67712
2016-05-17,16.4268
2016-05-18,16.59842
2016-05-19,16.63154
2016-05-20,17.42036
2016-05-21,15.08701
2016-05-22,13.33774
2016-05-23,16.52315
2016-05-24,15.23453
2016-05-25,15.06292
2016-05-26,15.61088
2016-05-27,15.81561
2016-05-28,13.39796
2016-05-29,12.54892
2016-05-30,14.85217
2016-05-31,14.85819
2016-06-01,15.19841
2016-06-02,13.19323
2016-06-03,13.34377
2016-06-04,11.18805
2016-06-05,11.12181
2016-06-06,12.62118
2016-06-07,14.38248
2016-06-08,14.21388
2016-06-09,13.56054
2016-06-10,13.87065
2016-06-11,11.07966
2016-06-12,15.5326
2016-06-13,16.43885
2016-06-14,33.03125
2016-06-15,24.71548
2016-06-16,19.34726
2016-06-17,14.86421
2016-06-18,12.9915
2016-06-19,14.14764
2016-06-20,14.85217
2016-06-21,14.44571
2016-06-22,15.13217
2016-06-23,15.24658
2016-06-24,19.48274
2016-06-25,12.20569
2016-06-26,12.2358
2016-06-27,15.64099
2016-06-28,14.29517
2016-06-29,14.23496
2016-06-30,13.5214
2016-07-01,15.65303
2016-07-02,12.09429
2016-07-03,11.79623
2016-07-04,15.16529
2016-07-05,13.48527
2016-07-06,14.33732
2016-07-07,14.96658
2016-07-08,13.92485
2016-07-09,11.5102
2016-07-10,12.80785
2016-07-11,15.01475
2016-07-12,15.30077
2016-07-13,14.95754
2016-07-14,15.99024
2016-07-15,14.71367
2016-07-16,12.38032
2016-07-17,14.9455
2016-07-18,18.26639
2016-07-19,16.9838
2016-07-20,18.21219
2016-07-21,15.87282
2016-07-22,14.88227
2016-07-23,12.24784
2016-07-24,12.59709
2016-07-25,16.24315
2016-07-26,15.75841
2016-07-27,15.57174
2016-07-28,15.7283
2016-07-29,14.59625
2016-07-30,13.61172
2016-07-31,13.79538
2016-08-01,17.00186
2016-08-02,17.14638
2016-08-03,20.00662
2016-08-04,17.52273
2016-08-05,15.4754
2016-08-06,12.00397
2016-08-07,12.30505
2016-08-08,16.10465
2016-08-09,17.7666
2016-08-10,19.59414
2016-08-11,16.14981
2016-08-12,14.6113
2016-08-13,11.21515
2016-08-14,11.453
2016-08-15,14.66249
2016-08-16,17.92015
2016-08-17,20.87673
2016-08-18,19.21779
2016-08-19,17.48961
2016-08-20,15.30378
2016-08-21,18.13693
2016-08-22,22.51159
2016-08-23,20.41006
2016-08-24,20.85566
2016-08-25,20.94598
2016-08-26,19.37737
2016-08-27,15.46938
2016-08-28,17.96531
2016-08-29,22.75245
2016-08-30,21.56921
2016-08-31,20.04877
2016-09-01,19.56102
2016-09-02,22.97826
2016-09-03,20.14813
2016-09-04,23.53224
2016-09-05,29.43036
2016-09-06,30.11681
2016-09-07,30.77918
2016-09-08,29.53874
2016-09-09,27.08496
2016-09-10,23.35159
2016-09-11,27.26561
2016-09-12,32.79641
2016-09-13,27.934
2016-09-14,18.32058
2016-09-15,17.79069
2016-09-16,20.42512
2016-09-17,23.60149
2016-09-18,30.69789
2016-09-19,59.73384
2016-09-20,69.5821
2016-09-21,67.30595
2016-09-22,37.18311
2016-09-23,28.32841
2016-09-24,17.01993
2016-09-25,15.36701
2016-09-26,19.89522
2016-09-27,16.761
2016-09-28,17.03799
2016-09-29,18.33865
2016-09-30,16.65863
2016-10-01,14.74378
