날짜,월세
2019-01-01,14.96933
2019-01-02,20.90873
2019-01-03,28.46439
2019-01-04,20.76372
2019-01-05,17.87257
2019-01-06,15.81523
2019-01-07,19.30455
2019-01-08,14.74879
2019-01-09,14.47086
2019-01-10,14.45273
2019-01-11,13.37723
2019-01-12,11.46188
2019-01-13,12.55249
2019-01-14,17.09011
2019-01-15,17.18377
2019-01-16,19.96314
2019-01-17,15.73064
2019-01-18,24.94486
2019-01-19,16.65206
2019-01-20,14.26543
2019-01-21,18.25624
2019-01-22,16.53122
2019-01-23,16.71852
2019-01-24,16.05993
2019-01-25,15.59167
2019-01-26,11.42261
2019-01-27,11.64013
2019-01-28,17.47983
2019-01-29,21.30147
2019-01-30,19.19881
2019-01-31,16.38621
2019-02-01,17.22606
2019-02-02,13.39838
2019-02-03,10.77308
2019-02-04,10.02386
2019-02-05,11.18999
2019-02-06,12.70656
2019-02-07,22.77574
2019-02-08,20.42838
2019-02-09,13.89384
2019-02-10,13.99051
2019-02-11,21.83015
2019-02-12,21.44648
2019-02-13,22.12017
2019-02-14,34.89018
2019-02-15,51.1767
2019-02-16,19.97522
2019-02-17,18.67617
2019-02-18,22.45249
2019-02-19,17.11428
2019-02-20,16.51007
2019-02-21,18.40729
2019-02-22,19.34382
2019-02-23,13.15972
2019-02-24,13.40442
2019-02-25,18.95411
2019-02-26,16.40735
2019-02-27,15.27144
2019-02-28,14.33189
2019-03-01,12.96033
2019-03-02,12.25038
2019-03-03,15.87263
2019-03-04,23.75154
2019-03-05,19.83927
2019-03-06,16.97531
2019-03-07,15.51614
2019-03-08,14.58264
2019-03-09,11.15072
2019-03-10,12.17183
2019-03-11,14.10229
2019-03-12,12.56759
2019-03-13,12.5404
2019-03-14,12.19902
2019-03-15,11.83347
2019-03-16,10.11147
2019-03-17,11.24437
2019-03-18,13.18389
2019-03-19,12.93616
2019-03-20,13.53735
2019-03-21,12.35612
2019-03-22,12.05099
2019-03-23,9.94531
2019-03-24,10.77308
2019-03-25,12.33497
2019-03-26,11.92713
2019-03-27,12.65822
2019-03-28,11.35615
2019-03-29,11.41053
2019-03-30,9.5133
2019-03-31,10.474
2019-04-01,12.47998
2019-04-02,11.47095
2019-04-03,12.85459
2019-04-04,11.61898
2019-04-05,11.26249
2019-04-06,10.06616
2019-04-07,9.76103
2019-04-08,12.22017
2019-04-09,11.98453
2019-04-10,12.14162
2019-04-11,11.69753
2019-04-12,11.70357
2019-04-13,10.22325
2019-04-14,10.22627
2019-04-15,11.8939
2019-04-16,11.24135
2019-04-17,11.34406
2019-04-18,11.24739
2019-04-19,10.30482
2019-04-20,9.27162
2019-04-21,9.87583
2019-04-22,10.73683
2019-04-23,10.83955
2019-04-24,9.83958
2019-04-25,11.72774
2019-04-26,10.57974
2019-04-27,9.26558
2019-04-28,9.3834
2019-04-29,11.97849
2019-04-30,12.09631
2019-05-01,11.06008
2019-05-02,12.49206
2019-05-03,11.68846
2019-05-04,7.77922
2019-05-05,8.41968
2019-05-06,9.81843
2019-05-07,11.92108
2019-05-08,11.48605
2019-05-09,11.57366
2019-05-10,10.69454
2019-05-11,8.80335
2019-05-12,10.06918
2019-05-13,12.93012
2019-05-14,12.54342
2019-05-15,13.04492
2019-05-16,12.1386
2019-05-17,13.67028
2019-05-18,12.31382
2019-05-19,11.52835
2019-05-20,13.97842
2019-05-21,16.11431
2019-05-22,14.92402
2019-05-23,18.16259
2019-05-24,14.11739
2019-05-25,11.7791
2019-05-26,12.02984
2019-05-27,14.33491
2019-05-28,12.59176
2019-05-29,12.93918
2019-05-30,11.86368
2019-05-31,11.09634
2019-06-01,9.18099
2019-06-02,8.70064
2019-06-03,11.95432
2019-06-04,10.89997
2019-06-05,11.79722
2019-06-06,9.47705
2019-06-07,10.84559
2019-06-08,9.21422
2019-06-09,15.24425
2019-06-10,15.21404
2019-06-11,12.2383
2019-06-12,11.90296
2019-06-13,10.61901
2019-06-14,11.17488
2019-06-15,9.15682
2019-06-16,9.69457
2019-06-17,11.93921
2019-06-18,10.97247
2019-06-19,11.09634
2019-06-20,10.91809
2019-06-21,10.8335
2019-06-22,10.19606
2019-06-23,9.54956
2019-06-24,12.8697
2019-06-25,11.35615
2019-06-26,11.29875
2019-06-27,11.03289
2019-06-28,10.35316
2019-06-29,8.00882
2019-06-30,8.76106
2019-07-01,11.14769
2019-07-02,10.96341
2019-07-03,9.97552
2019-07-04,9.71873
2019-07-05,8.96951
2019-07-06,8.1206
2019-07-07,8.9242
2019-07-08,11.57971
2019-07-09,11.93015
2019-07-10,11.17488
2019-07-11,12.05099
2019-07-12,11.19301
2019-07-13,8.96045
2019-07-14,10.49515
2019-07-15,14.68535
2019-07-16,14.8364
2019-07-17,15.03277
2019-07-18,14.15365
2019-07-19,12.13256
2019-07-20,9.12359
2019-07-21,9.27766
2019-07-22,13.06304
2019-07-23,12.30476
2019-07-24,12.38935
2019-07-25,12.52228
2019-07-26,11.75191
2019-07-27,9.48611
2019-07-28,9.70665
2019-07-29,13.03283
2019-07-30,12.51623
2019-07-31,12.37122
2019-08-01,13.88477
2019-08-02,11.94223
2019-08-03,9.94229
2019-08-04,11.96036
2019-08-05,14.35304
2019-08-06,21.83921
2019-08-07,17.58557
2019-08-08,17.01761
2019-08-09,15.94513
2019-08-10,11.52835
2019-08-11,12.21111
2019-08-12,19.74562
2019-08-13,17.6188
2019-08-14,15.42551
2019-08-15,13.07815
2019-08-16,15.94513
2019-08-17,13.62496
2019-08-18,13.24431
2019-08-19,19.43445
2019-08-20,18.94806
2019-08-21,19.86042
2019-08-22,20.37098
2019-08-23,19.92991
2019-08-24,13.60683
2019-08-25,15.34696
2019-08-26,22.04767
2019-08-27,18.90577
2019-08-28,19.41331
2019-08-29,17.98435
2019-08-30,19.28944
2019-08-31,14.36814
2019-09-01,15.70043
2019-09-02,24.01438
2019-09-03,21.58242
2019-09-04,18.87254
2019-09-05,26.99012
2019-09-06,35.57596
2019-09-07,27.88133
2019-09-08,36.62125
2019-09-09,50.95918
2019-09-10,23.93583
2019-09-11,18.1354
2019-09-12,10.69454
2019-09-13,9.36829
2019-09-14,9.74592
2019-09-15,11.02383
2019-09-16,14.84245
2019-09-17,12.98148
2019-09-18,12.7549
2019-09-19,14.01468
2019-09-20,11.9664
2019-09-21,11.69148
2019-09-22,12.04495
2019-09-23,19.66707
2019-09-24,15.782
2019-09-25,15.5524
2019-09-26,14.54638
2019-09-27,13.76393
2019-09-28,9.16588
2019-09-29,9.35621
2019-09-30,11.82441
2019-10-01,12.01776
2019-10-02,11.25041
2019-10-03,9.52841
2019-10-04,11.67638
2019-10-05,10.20512
2019-10-06,10.7036
2019-10-07,13.16576
2019-10-08,14.26543
2019-10-09,12.32893
2019-10-10,15.30467
2019-10-11,23.60653
2019-10-12,19.20787
2019-10-13,17.35899
2019-10-14,14.00259
2019-10-15,11.71565
2019-10-16,12.55853
2019-10-17,13.15368
2019-10-18,17.18679
2019-10-19,12.55853
2019-10-20,10.46796
2019-10-21,13.51016
2019-10-22,14.69139
2019-10-23,11.85764
2019-10-24,11.94223
2019-10-25,16.64904
2019-10-26,9.53143
2019-10-27,9.01785
2019-10-28,12.30778
2019-10-29,12.81834
2019-10-30,13.68236
2019-10-31,11.87577
2019-11-01,13.24129
2019-11-02,9.23839
2019-11-03,9.03295
2019-11-04,11.50418
2019-11-05,12.483
2019-11-06,24.42524
2019-11-07,14.28355
2019-11-08,15.34998
2019-11-09,10.09032
2019-11-10,10.74287
2019-11-11,13.76997
2019-11-12,13.78508
2019-11-13,13.67632
2019-11-14,23.59445
2019-11-15,59.22781
2019-11-16,18.68523
2019-11-17,16.08712
2019-11-18,20.21691
2019-11-19,17.72756
2019-11-20,16.21703
2019-11-21,15.7971
2019-11-22,15.37717
2019-11-23,14.67025
2019-11-24,17.98132
2019-11-25,19.92084
2019-11-26,18.35896
2019-11-27,15.15966
2019-11-28,13.86665
2019-11-29,14.48898
2019-11-30,11.3924
2019-12-01,11.15374
2019-12-02,16.90281
2019-12-03,19.36799
2019-12-04,21.76973
2019-12-05,19.29548
2019-12-06,19.21694
2019-12-07,14.01166
2019-12-08,14.33189
2019-12-09,48.88371
2019-12-10,100
2019-12-11,28.63961
2019-12-12,20.17159
2019-12-13,23.9177
2019-12-14,24.15636
2019-12-15,17.01761
2019-12-16,30.56705
2019-12-17,30.71206
2019-12-18,25.8119
2019-12-19,26.21673
2019-12-20,20.5885
2019-12-21,16.7729
2019-12-22,15.8394
2019-12-23,18.31666
2019-12-24,15.72157
2019-12-25,11.01779
2019-12-26,16.1264
2019-12-27,16.38923
2019-12-28,14.17781
2019-12-29,15.07809
2019-12-30,20.63683
2019-12-31,25.1231
